POI,Category,Address,Traffic Info,Distance
tai pan,chinese restaurant,830 Almanor Ln,moderate traffic,1 miles
jills house,friends house,347 Alta Mesa Ave,no traffic,2 miles
Shell,gas station,53 University Av,car collision nearby,1 miles
Panda Express,chinese restaurant,842 Arrowhead Way,no traffic,2 miles
5672 barringer street,certain address,5672 barringer street,car collision nearby,4 miles
Travelers Lodge,rest stop,333 Arbol Dr,car collision nearby,5 miles
Stanford Shopping Center,shopping center,773 Alger Dr,road block nearby,5 miles
76,gas station,91 El Camino Real,no traffic,2 miles
Sigona Farmers Market,grocery store,638 Amherst St,moderate traffic,1 miles
Travelers Lodge,rest stop,333 Arbol Dr,no traffic,3 miles
Hacienda Market,grocery store,1313 Chester Ave,car collision nearby,4 miles
Town and Country,shopping center,383 University Ave,no traffic,1 miles
Midtown Shopping Center,shopping center,338 Alester Ave,no traffic,4 miles
Willows Market,grocery store,409 Bollard St,car collision nearby,1 miles
Shell,gas station,53 University Av,road block nearby,4 miles
Starbucks,coffee or tea place,792 Bedoin Street,heavy traffic,6 miles
Chevron,gas station,783 Arcadia Pl,car collision nearby,1 miles
Civic Center Garage,parking garage,270 Altaire Walk,no traffic,2 miles
Valero,gas station,200 Alester Ave,moderate traffic,4 miles
Ravenswood Shopping Center,shopping center,434 Arastradero Rd,no traffic,1 miles
Stanford Childrens Health,hospital,899 Ames Ct,heavy traffic,1 miles
Topanga Mall,shopping center,171 Oak Rd,car collision nearby,1 miles
5677 southwest 4th street,certain address,5677 southwest 4th street,no traffic,1 miles
Dish Parking,parking garage,550 Alester Ave,no traffic,2 miles
toms house,friends house,580 Van Ness Ave,road block nearby,2 miles
Civic Center Garage,parking garage,270 Altaire Walk,car collision nearby,4 miles
Round Table,pizza restaurant,113 Anton Ct,road block nearby,1 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,road block nearby,3 miles
home,home,56 cadwell street,moderate traffic,1 miles
Willows Market,grocery store,409 Bollard St,moderate traffic,3 miles
Teavana,coffee or tea place,145 Amherst St,heavy traffic,3 miles
Webster Garage,parking garage,880 Ames Ct,moderate traffic,1 miles
Shell,gas station,53 University Av,car collision nearby,6 miles
Hacienda Market,grocery store,1313 Chester Ave,car collision nearby,4 miles
Webster Garage,parking garage,880 Ames Ct,moderate traffic,8 miles
jills house,friends house,347 Alta Mesa Ave,road block nearby,1 miles
Teavana,coffee or tea place,145 Amherst St,no traffic,6 miles
Coupa,coffee or tea place,394 Van Ness Ave,moderate traffic,6 miles
Town and Country,shopping center,383 University Ave,heavy traffic,1 miles
Dish Parking,parking garage,550 Alester Ave,no traffic,2 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,car collision nearby,1 miles
Teavana,coffee or tea place,145 Amherst St,heavy traffic,4 miles
5677 southwest 4th street,certain address,5677 southwest 4th street,heavy traffic,4 miles
Safeway,grocery store,452 Arcadia Pl,moderate traffic,4 miles
home,home,5671 barringer street,car collision nearby,6 miles
Starbucks,coffee or tea place,792 Bedoin Street,road block nearby,1 miles
Shell,gas station,53 University Av,heavy traffic,1 miles
jacks house,friends house,864 Almanor Ln,car collision nearby,3 miles
Trader Joes,grocery store,408 University Ave,heavy traffic,6 miles
Stanford Childrens Health,hospital,899 Ames Ct,moderate traffic,4 miles
tai pan,chinese restaurant,830 Almanor Ln,no traffic,5 miles
toms house,friends house,580 Van Ness Ave,moderate traffic,2 miles
Midtown Shopping Center,shopping center,338 Alester Ave,no traffic,1 miles
jacks house,friends house,864 Almanor Ln,moderate traffic,4 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,moderate traffic,4 miles
home,home,10 ames street,moderate traffic,6 miles
The Clement Hotel,rest stop,657 Ames Ave,no traffic,5 miles
5677 springer street,certain address,5677 springer street,no traffic,1 miles
Dominos,pizza restaurant,776 Arastradero Rd,no traffic,1 miles
Trader Joes,grocery store,408 University Ave,no traffic,5 miles
Dish Parking,parking garage,550 Alester Ave,heavy traffic,5 miles
Teavana,coffee or tea place,145 Amherst St,heavy traffic,2 miles
5672 barringer street,certain address,5672 barringer street,heavy traffic,5 miles
Palo Alto Garage R,parking garage,481 Amaranta Ave,heavy traffic,4 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,road block nearby,3 miles
Chef Chu's,chinese restaurant,593 Arrowhead Way,car collision nearby,3 miles
Shell,gas station,53 University Av,car collision nearby,5 miles
Hotel Keen,rest stop,578 Arbol Dr,car collision nearby,6 miles
Valero,gas station,200 Alester Ave,moderate traffic,5 miles
toms house,friends house,580 Van Ness Ave,heavy traffic,6 miles
Philz,coffee or tea place,583 Alester Ave,moderate traffic,5 miles
Willows Market,grocery store,409 Bollard St,car collision nearby,4 miles
Teavana,coffee or tea place,145 Amherst St,car collision nearby,2 miles
The Westin,rest stop,329 El Camino Real,no traffic,6 miles
Ravenswood Shopping Center,shopping center,434 Arastradero Rd,no traffic,3 miles
Stanford Oval Parking,parking garage,610 Amarillo Ave,moderate traffic,6 miles
Chef Chu's,chinese restaurant,593 Arrowhead Way,car collision nearby,5 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,moderate traffic,3 miles
Four Seasons,rest stop,465 Arcadia Pl,car collision nearby,6 miles
Dish Parking,parking garage,550 Alester Ave,heavy traffic,6 miles
Stanford Oval Parking,parking garage,610 Amarillo Ave,car collision nearby,1 miles
Starbucks,coffee or tea place,792 Bedoin Street,no traffic,7 miles
Topanga Mall,shopping center,171 Oak Rd,road block nearby,4 miles
Hotel Keen,rest stop,578 Arbol Dr,moderate traffic,1 miles
Stanford Express Care,hospital,214 El Camino Real,moderate traffic,2 miles
P.F. Changs,chinese restaurant,669 El Camino Real,car collision nearby,2 miles
Philz,coffee or tea place,583 Alester Ave,car collision nearby,3 miles
Ravenswood Shopping Center,shopping center,434 Arastradero Rd,moderate traffic,5 miles
Chevron,gas station,783 Arcadia Pl,moderate traffic,5 miles
Jing Jing,chinese restaurant,113 Arbol Dr,moderate traffic,3 miles
Coupa,coffee or tea place,394 Van Ness Ave,moderate traffic,5 miles
Stanford Childrens Health,hospital,899 Ames Ct,no traffic,2 miles
Palo Alto Garage R,parking garage,481 Amaranta Ave,moderate traffic,6 miles
Sigona Farmers Market,grocery store,638 Amherst St,heavy traffic,5 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,moderate traffic,4 miles
Travelers Lodge,rest stop,333 Arbol Dr,road block nearby,3 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,moderate traffic,2 miles
Whole Foods,grocery store,819 Alma St,car collision nearby,6 miles
Pizza Hut,pizza restaurant,704 El Camino Real,moderate traffic,2 miles
Stanford Childrens Health,hospital,899 Ames Ct,moderate traffic,6 miles
Dish Parking,parking garage,550 Alester Ave,road block nearby,6 miles
Teavana,coffee or tea place,145 Amherst St,no traffic,6 miles
Starbucks,coffee or tea place,792 Bedoin Street,heavy traffic,2 miles
Chevron,gas station,783 Arcadia Pl,road block nearby,6 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,car collision nearby,6 miles
Round Table,pizza restaurant,113 Anton Ct,moderate traffic,4 miles
Mandarin Roots,chinese restaurant,271 Springer Street,road block nearby,5 miles
Town and Country,shopping center,383 University Ave,heavy traffic,4 miles
Pizza Hut,pizza restaurant,704 El Camino Real,moderate traffic,6 miles
The Westin,rest stop,329 El Camino Real,car collision nearby,5 miles
Travelers Lodge,rest stop,333 Arbol Dr,road block nearby,3 miles
Stanford Childrens Health,hospital,899 Ames Ct,road block nearby,4 miles
Midtown Shopping Center,shopping center,338 Alester Ave,moderate traffic,3 miles
Palo Alto Cafe,coffee or tea place,436 Alger Dr,moderate traffic,4 miles
Civic Center Garage,parking garage,270 Altaire Walk,heavy traffic,5 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,road block nearby,5 miles
home,home,56 cadwell street,heavy traffic,4 miles
5672 barringer street,certain address,5672 barringer street,no traffic,6 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,moderate traffic,3 miles
home,home,5671 barringer street,heavy traffic,1 miles
Civic Center Garage,parking garage,270 Altaire Walk,heavy traffic,3 miles
Valero,gas station,200 Alester Ave,no traffic,1 miles
Stanford Shopping Center,shopping center,773 Alger Dr,moderate traffic,6 miles
Stanford Oval Parking,parking garage,610 Amarillo Ave,moderate traffic,4 miles
Chevron,gas station,783 Arcadia Pl,heavy traffic,5 miles
76,gas station,91 El Camino Real,no traffic,4 miles
Stanford Childrens Health,hospital,899 Ames Ct,car collision nearby,7 miles
Palo Alto Cafe,coffee or tea place,436 Alger Dr,road block nearby,4 miles
Trader Joes,grocery store,408 University Ave,heavy traffic,4 miles
Chef Chu's,chinese restaurant,593 Arrowhead Way,car collision nearby,4 miles
The Clement Hotel,rest stop,657 Ames Ave,heavy traffic,1 miles
The Westin,rest stop,329 El Camino Real,road block nearby,4 miles
toms house,friends house,580 Van Ness Ave,road block nearby,4 miles
Dish Parking,parking garage,550 Alester Ave,moderate traffic,6 miles
Dominos,pizza restaurant,776 Arastradero Rd,no traffic,1 miles
Stanford Shopping Center,shopping center,773 Alger Dr,no traffic,2 miles
toms house,friends house,580 Van Ness Ave,heavy traffic,6 miles
Trader Joes,grocery store,408 University Ave,heavy traffic,6 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,heavy traffic,2 miles
Palo Alto Cafe,coffee or tea place,436 Alger Dr,no traffic,1 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,no traffic,1 miles
Town and Country,shopping center,383 University Ave,no traffic,4 miles
Webster Garage,parking garage,880 Ames Ct,moderate traffic,5 miles
Valero,gas station,200 Alester Ave,no traffic,1 miles
tai pan,chinese restaurant,830 Almanor Ln,moderate traffic,4 miles
toms house,friends house,580 Van Ness Ave,heavy traffic,4 miles
Whole Foods,grocery store,819 Alma St,moderate traffic,2 miles
5677 springer street,certain address,5677 springer street,moderate traffic,2 miles
Stanford Express Care,hospital,214 El Camino Real,heavy traffic,1 miles
jills house,friends house,347 Alta Mesa Ave,moderate traffic,1 miles
Midtown Shopping Center,shopping center,338 Alester Ave,road block nearby,5 miles
home,home,56 cadwell street,heavy traffic,1 miles
Dominos,pizza restaurant,776 Arastradero Rd,heavy traffic,2 miles
Panda Express,chinese restaurant,842 Arrowhead Way,moderate traffic,1 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,car collision nearby,4 miles
5677 springer street,certain address,5677 springer street,heavy traffic,6 miles
Trader Joes,grocery store,408 University Ave,car collision nearby,3 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,heavy traffic,1 miles
Papa Johns,pizza restaurant,110 Arastradero Rd,road block nearby,4 miles
Town and Country,shopping center,383 University Ave,moderate traffic,6 miles
Stanford Shopping Center,shopping center,773 Alger Dr,moderate traffic,1 miles
Cafe Venetia,coffee or tea place,269 Alger Dr,heavy traffic,6 miles
jills house,friends house,347 Alta Mesa Ave,moderate traffic,6 miles
Ravenswood Shopping Center,shopping center,434 Arastradero Rd,moderate traffic,1 miles
Trader Joes,grocery store,408 University Ave,no traffic,6 miles
Round Table,pizza restaurant,113 Anton Ct,no traffic,3 miles
Hotel Keen,rest stop,578 Arbol Dr,heavy traffic,2 miles
Palo Alto Cafe,coffee or tea place,436 Alger Dr,no traffic,3 miles
Town and Country,shopping center,383 University Ave,moderate traffic,2 miles
home,home,10 ames street,no traffic,5 miles
Palo Alto Cafe,coffee or tea place,436 Alger Dr,heavy traffic,2 miles
Valero,gas station,200 Alester Ave,road block nearby,5 miles
Pizza My Heart,pizza restaurant,528 Anton Ct,car collision nearby,4 miles
Comfort Inn,rest stop,753 University Ave,heavy traffic,3 miles
jacks house,friends house,864 Almanor Ln,no traffic,2 miles
Dish Parking,parking garage,550 Alester Ave,moderate traffic,2 miles
Hacienda Market,grocery store,1313 Chester Ave,moderate traffic,5 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,no traffic,2 miles
Panda Express,chinese restaurant,842 Arrowhead Way,no traffic,5 miles
Mandarin Roots,chinese restaurant,271 Springer Street,no traffic,4 miles
Pizza Hut,pizza restaurant,704 El Camino Real,heavy traffic,4 miles
Whole Foods,grocery store,819 Alma St,no traffic,6 miles
Pizza My Heart,pizza restaurant,528 Anton Ct,heavy traffic,1 miles
Stanford Childrens Health,hospital,899 Ames Ct,heavy traffic,5 miles
The Clement Hotel,rest stop,657 Ames Ave,no traffic,5 miles
Hotel Keen,rest stop,578 Arbol Dr,road block nearby,6 miles
Civic Center Garage,parking garage,270 Altaire Walk,moderate traffic,5 miles
The Clement Hotel,rest stop,657 Ames Ave,road block nearby,6 miles
Chef Chu's,chinese restaurant,593 Arrowhead Way,moderate traffic,1 miles
Teavana,coffee or tea place,145 Amherst St,car collision nearby,2 miles
Trader Joes,grocery store,408 University Ave,no traffic,6 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,road block nearby,4 miles
Whole Foods,grocery store,819 Alma St,road block nearby,1 miles
Webster Garage,parking garage,880 Ames Ct,moderate traffic,5 miles
Jing Jing,chinese restaurant,113 Arbol Dr,no traffic,2 miles
The Clement Hotel,rest stop,657 Ames Ave,no traffic,5 miles
Pizza My Heart,pizza restaurant,528 Anton Ct,heavy traffic,1 miles
Round Table,pizza restaurant,113 Anton Ct,no traffic,1 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,moderate traffic,1 miles
Four Seasons,rest stop,465 Arcadia Pl,heavy traffic,1 miles
Chevron,gas station,783 Arcadia Pl,heavy traffic,5 miles
Palo Alto Garage R,parking garage,481 Amaranta Ave,heavy traffic,4 miles
5672 barringer street,certain address,5672 barringer street,no traffic,3 miles
Midtown Shopping Center,shopping center,338 Alester Ave,heavy traffic,6 miles
home,home,5671 barringer street,heavy traffic,5 miles
Valero,gas station,200 Alester Ave,heavy traffic,4 miles
Webster Garage,parking garage,880 Ames Ct,heavy traffic,2 miles
toms house,friends house,580 Van Ness Ave,moderate traffic,1 miles
Chevron,gas station,783 Arcadia Pl,heavy traffic,6 miles
Palo Alto Garage R,parking garage,481 Amaranta Ave,no traffic,4 miles
Town and Country,shopping center,383 University Ave,moderate traffic,6 miles
Palo Alto Cafe,coffee or tea place,436 Alger Dr,heavy traffic,2 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,no traffic,3 miles
Four Seasons,rest stop,465 Arcadia Pl,moderate traffic,6 miles
home,home,10 ames street,car collision nearby,4 miles
Civic Center Garage,parking garage,270 Altaire Walk,no traffic,4 miles
Teavana,coffee or tea place,145 Amherst St,road block nearby,2 miles
Papa Johns,pizza restaurant,110 Arastradero Rd,moderate traffic,6 miles
toms house,friends house,580 Van Ness Ave,heavy traffic,5 miles
Whole Foods,grocery store,819 Alma St,no traffic,4 miles
Coupa,coffee or tea place,394 Van Ness Ave,road block nearby,2 miles
The Westin,rest stop,329 El Camino Real,no traffic,3 miles
Pizza Chicago,pizza restaurant,915 Arbol Dr,no traffic,2 miles
Pizza Hut,pizza restaurant,704 El Camino Real,heavy traffic,6 miles
Sigona Farmers Market,grocery store,638 Amherst St,moderate traffic,3 miles
Dish Parking,parking garage,550 Alester Ave,heavy traffic,4 miles
Pizza My Heart,pizza restaurant,528 Anton Ct,heavy traffic,5 miles
jills house,friends house,347 Alta Mesa Ave,moderate traffic,5 miles
Jing Jing,chinese restaurant,113 Arbol Dr,no traffic,1 miles
Mandarin Roots,chinese restaurant,271 Springer Street,no traffic,2 miles
Shell,gas station,53 University Av,car collision nearby,2 miles
Jing Jing,chinese restaurant,113 Arbol Dr,road block nearby,7 miles
Travelers Lodge,rest stop,333 Arbol Dr,no traffic,6 miles
Safeway,grocery store,452 Arcadia Pl,road block nearby,1 miles
Palo Alto Medical Foundation,hospital,611 Ames Ave,road block nearby,5 miles
76,gas station,91 El Camino Real,moderate traffic,5 miles
